Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
volkswagen,Volkswagen Sharan,silber,04/2012,2012,5900,103,140,Automatik,Diesel,5.7,149.0,121013.0,Sitzheizung -Temp.-Kamera- Led-Navi- Automatik
volkswagen,Volkswagen Golf,silber,04/2012,2012,13500,77,105,Schaltgetriebe,Diesel,4.2,109.0,249985.0,VI Variant Style BlueMotion
volkswagen,Volkswagen Sharan,silber,03/2012,2012,13890,110,150,Automatik,Benzin,7.6,178.0,196000.0,DSG Style BMT *Elektr. Türen *Panorama
volkswagen,Volkswagen Passat Variant,silber,02/2012,2012,9980,90,122,Automatik,Benzin,6.1,140.0,118042.0,Comfortline BlueMotion*PDC*NAVI*
volkswagen,Volkswagen Golf,silber,04/2012,2012,7399,63,86,Schaltgetriebe,Benzin,5.8,136.0,85000.0,VI Plus Klimaautomatik PDC vorne + hinten
volkswagen,Volkswagen Golf Plus,silber,03/2012,2012,13850,77,105,Schaltgetriebe,Diesel,4.8,126.0,175000.0,1.6 TDI DPF MATCH
volkswagen,Volkswagen Tiguan,silber,07/2012,2012,11650,103,140,Schaltgetriebe,Diesel,5.5,142.0,105544.0,2.0 TDI Trend & Fun BlueMotionTech/Navi
volkswagen,Volkswagen Touran,silber,03/2012,2012,11400,103,140,Automatik,Benzin,6.6,154.0,118260.0,"VI, Klimaautomatik, PDC, 2 Jahre Garantie"
volkswagen,Volkswagen Golf,silber,03/2012,2012,7200,59,80,Schaltgetriebe,Benzin,6.4,149.0,159000.0,1.4 TSI DSG Highline PAN RFK Navi 26T Km
volkswagen,Volkswagen Golf,silber,06/2012,2012,8990,77,105,Schaltgetriebe,Benzin,5.5,126.0,96965.0,1.4 DSG MATCH Behindertengerecht
volkswagen,Volkswagen Passat Variant,silber,07/2012,2012,10500,118,160,Automatik,Benzin,7.1,165.0,94750.0,Polo 1.2 TSI Style
volkswagen,Volkswagen Golf,silber,07/2012,2012,14990,59,80,Schaltgetriebe,Benzin,6.4,149.0,169896.0,Kasten/Kombi Roncalli/4Motion/5-SITZE/AHK/
volkswagen,Volkswagen Caddy,silber,10/2012,2012,6650,81,110,Schaltgetriebe,Diesel,6.4,181.0,60000.0,V6 TDI BMT (7P5)
volkswagen,Volkswagen Touareg,silber,04/2012,2012,9500,180,245,Automatik,Diesel,7.2,191.0,212700.0,1.4 TSI Style
volkswagen,Volkswagen Golf,silber,06/2012,2012,5599,90,122,Schaltgetriebe,Benzin,6.2,144.0,173000.0,Style EcoFuel (1T3)
volkswagen,Volkswagen T5 Kombi,silber,03/2012,2012,7799,75,102,Schaltgetriebe,Diesel,7.7,203.0,207000.0,VI Variant Match
volkswagen,Volkswagen Golf,silber,07/2012,2012,5470,63,86,Schaltgetriebe,Benzin,5.6,132.0,149414.0,V Match SHZ PDC Klima Tempomat LM-Felgen!!!
volkswagen,Volkswagen Polo,silber,08/2012,2012,12900,44,60,Schaltgetriebe,Benzin,5.5,128.0,99458.0,1.2 44kW MATCH+Klima+Sitzhzg+Alus+PDC+
volkswagen,Volkswagen Polo,silber,07/2012,2012,17980,44,60,Schaltgetriebe,Benzin,5.5,128.0,190000.0,2.0 Blue TDI SCR Exclusive
volkswagen,Volkswagen Passat Variant,silber,01/2012,2012,8700,125,170,Schaltgetriebe,Diesel,4.7,123.0,250000.0,VII 1.2 TSI Comfortline PDCv+h 2-Zonen-Klimaautom
volkswagen,Volkswagen Golf,silber,11/2012,2012,10990,63,86,Schaltgetriebe,Benzin,4.9,113.0,101850.0,VI Cabriolet Basis
volkswagen,Volkswagen Golf,silber,03/2012,2012,8990,77,105,Schaltgetriebe,Benzin,5.9,139.0,100000.0,1.6 TDI DPF BlueMotion Technology Trendline
volkswagen,Volkswagen Touran,silber,05/2012,2012,14000,77,105,Schaltgetriebe,Diesel,4.6,121.0,129000.0,2.0 TDI DSG 4Motion *AHK*NAVI*PANORAMA*
volkswagen,Volkswagen Tiguan,silber,01/2012,2012,12490,103,140,Automatik,Diesel,6.0,158.0,187000.0,Golf Variant 1.6 TDI DPF Trendline (2009 - 2013)
volkswagen,Volkswagen Golf Variant,silber,07/2012,2012,5500,77,105,Schaltgetriebe,Diesel,4.5,109.0,220500.0,Golf VI Plus Trendline*Klimaautom*1 Hand*AHK*
volkswagen,Volkswagen Golf Plus,silber,03/2012,2012,5900,77,105,Schaltgetriebe,Diesel,4.8,126.0,265000.0,New Beetle Lim.*SHZ*LICHT+SICHT*ISOFIX*TÜV NEU*
volkswagen,Volkswagen Beetle,silber,05/2012,2012,9990,77,105,Schaltgetriebe,Benzin,5.9,137.0,108799.0,1.2 Trendline
volkswagen,Volkswagen Polo Cross,silber,01/2012,2012,4800,55,75,Schaltgetriebe,Diesel,4.1,108.0,190000.0,"1.4 TSI Match ""Rentnerfahrzeug"""
volkswagen,Volkswagen Golf Plus,silber,10/2012,2012,10800,90,122,Schaltgetriebe,Benzin,6.5,152.0,82000.0,"2.0 TDI4x4 ,Navi,Sitzheizung,PDC"
volkswagen,Volkswagen Passat Alltrack,silber,07/2012,2012,17600,125,170,Automatik,Diesel,5.9,156.0,127000.0,1.2 TSI Trendline 7 Sitzer Top Gepflegt S-Heft 1.H
volkswagen,Volkswagen Touran,silber,01/2012,2012,6500,77,105,Schaltgetriebe,Benzin,6.4,149.0,240000.0,Trend & Fun BMT*AHK*1.HAND*
volkswagen,Volkswagen Tiguan,silber,06/2012,2012,8500,81,110,Schaltgetriebe,Diesel,5.3,139.0,260000.0,Comfortline BlueMotion Navi AHK
volkswagen,Volkswagen Passat Variant,silber,05/2012,2012,11840,103,140,Schaltgetriebe,Diesel,4.6,120.0,142000.0,2.0 TDI DSG Blue Motion Highline
volkswagen,Volkswagen Touran,silber,07/2012,2012,9980,77,105,Automatik,Diesel,4.5,119.0,171000.0,VI BlueMotion Aut Klima Scheckheft
volkswagen,Volkswagen Golf,silber,07/2012,2012,6500,77,105,Schaltgetriebe,Benzin,5.7,134.0,130000.0,VI Comfortline * KLIMA * 8x ALU * SCHECKHEF
volkswagen,Volkswagen Golf,silber,03/2012,2012,5969,77,105,Schaltgetriebe,Diesel,4.5,119.0,131875.0,VI 1.6 TDi Trendline Klima|PDC
volkswagen,Volkswagen T5 Transporter,silber,11/2012,2012,11990,103,140,Schaltgetriebe,Diesel,8.1,214.0,247100.0,Pritsche  *KLIMA*ZUHEIZER*AHK
volkswagen,Volkswagen Passat Variant,silber,11/2012,2012,10700,125,170,Automatik,Diesel,5.2,136.0,220000.0,2.0 TDI DSG BlueMotion Technology Highline
volkswagen,Volkswagen up!,silber,11/2012,2012,3600,44,60,Schaltgetriebe,Benzin,4.5,105.0,197000.0,high
volkswagen,Volkswagen Touran,silber,02/2012,2012,7600,103,140,Automatik,Diesel,5.7,149.0,216000.0,Comfortline+7 Sitzer+KLIMA+TEMPOMAT+AHK
volkswagen,Volkswagen Sharan,silber,12/2012,2012,10750,125,170,Schaltgetriebe,Diesel,5.8,152.0,186000.0,Comfortline 1hand/Schekh./Schiebedach/Pano./ Navi
volkswagen,Volkswagen T5 Transporter,silber,11/2012,2012,13499,103,140,Schaltgetriebe,Diesel,8.0,211.0,343000.0,7EA135/WF2/1T3 4MOTION
volkswagen,Volkswagen T5 Transporter,silber,02/2012,2012,14900,75,102,Schaltgetriebe,Diesel,7.2,190.0,323000.0,Cool Profi Camper Ausbau
volkswagen,Volkswagen Golf,silber,09/2012,2012,4499,103,140,Automatik,Diesel,5.4,139.0,304553.0,VI Variant 2.0 TDI Comfortline DSG AAC Navi
volkswagen,Volkswagen Caddy,silber,01/2012,2012,10490,75,102,Schaltgetriebe,Diesel,5.7,149.0,185000.0,Trendline Kombi *2.Hand*KLIMA*AHK*Insp.+TÜV NEU
volkswagen,Volkswagen Golf Plus,silber,03/2012,2012,12898,90,122,Schaltgetriebe,Benzin,6.5,152.0,88785.0,STYLE SOMMER 2023: NAVI KAMERA GLASDACH XENON PARK
volkswagen,Volkswagen Touran,silber,06/2012,2012,9990,77,105,Schaltgetriebe,Benzin,6.4,149.0,140100.0,1.2 TSI Comfortline-2Hand-Navi-AHK-Scheckheft
volkswagen,Volkswagen Polo Cross,silber,06/2012,2012,7500,55,75,Schaltgetriebe,Diesel,4.1,108.0,200000.0,1.2 TDI
volkswagen,Volkswagen Golf Variant,silber,05/2012,2012,8000,90,122,Automatik,Benzin,5.5,110.0,270000.0,1.4 TSI
volkswagen,Volkswagen T5 Multivan,silber,01/2012,2012,25999,103,140,Schaltgetriebe,Diesel,8.3,219.0,173500.0,4 motion Klima-Navi-7.Sitze
volkswagen,Volkswagen Tiguan,silber,07/2012,2012,13199,81,110,Schaltgetriebe,Diesel,5.0,130.0,85000.0,2.0 TDI 1.Hand Anhängerk. Klima
volkswagen,Volkswagen Golf Plus,silber,07/2012,2012,12490,90,122,Automatik,Benzin,6.3,146.0,74841.0,"Golf VI Plus Match 1,4 .PDC.Automatik."
volkswagen,Volkswagen Caddy,silber,08/2012,2012,12995,77,105,Schaltgetriebe,Benzin,6.8,158.0,148000.0,Maxi 1.2 TSI Trendline *7-Si.*Climatr.*Standhzg.*
volkswagen,Volkswagen Polo,silber,06/2012,2012,7990,55,75,Schaltgetriebe,Diesel,3.8,99.0,110000.0,Trendline V (6R1)
volkswagen,Volkswagen Touran,silber,02/2012,2012,12000,103,140,Automatik,Diesel,5.3,139.0,287000.0,2.0 TDI DPF Highline
volkswagen,Volkswagen Beetle,silber,05/2012,2012,10990,77,105,Schaltgetriebe,Benzin,5.5,128.0,64800.0,"1.2TSi Design,Klima.Sitzhzg.,PDC"
volkswagen,Volkswagen up!,silber,05/2012,2012,8499,44,60,Schaltgetriebe,Benzin,4.1,96.0,19400.0,take up! BMT
volkswagen,Volkswagen Golf Variant,silber,12/2012,2012,11550,77,105,Automatik,Diesel,4.8,125.0,89900.0,Match VI  1.6 TDI
volkswagen,Volkswagen up!,silber,07/2012,2012,3900,44,60,Schaltgetriebe,Benzin,4.5,105.0,170865.0,2.0 TDI 4motion / AHK/ XENON
volkswagen,Volkswagen Passat Alltrack,silber,11/2012,2012,16350,103,140,Schaltgetriebe,Diesel,5.7,150.0,110000.0,1.4 TSI DSG MATCH NAVI Teilleder
volkswagen,Volkswagen Golf Plus,silber,07/2012,2012,10400,90,122,Automatik,Benzin,6.3,146.0,66000.0,VI Plus *Sitzheizung *Klimaautomatik *PDC
volkswagen,Volkswagen Golf,silber,10/2012,2012,9900,59,80,Schaltgetriebe,Benzin,6.6,154.0,127925.0,Sonder Camper 2.0 TDI 103kW/140 SHZ Klima StandHZ
volkswagen,Volkswagen Golf Cabriolet,silber,03/2012,2012,9998,103,140,Schaltgetriebe,Diesel,4.5,119.0,197771.0,"Golf Cabrio 2.0 TDI Exclusiv ,Kamera,BMT,Leder"
volkswagen,Volkswagen Amarok,silber,01/2012,2012,14518,90,122,Schaltgetriebe,Diesel,7.4,194.0,280000.0,Trendline D/C 4Motion Klima Radio
volkswagen,Volkswagen Tiguan,silber,10/2012,2012,13960,132,179,Automatik,Benzin,8.6,199.0,125800.0,2.0 TSI Sport&Style 4Motion Pano.-Dach/BC Klima
volkswagen,Volkswagen up!,silber,04/2012,2012,5590,44,60,Schaltgetriebe,Benzin,4.5,105.0,150000.0,Move mit E. Fenster-Airbag-Klima-5 Gang-ZV-Isofix!
volkswagen,Volkswagen up!,silber,10/2012,2012,5399,44,60,Schaltgetriebe,Benzin,4.5,105.0,140000.0,move° Klima° Tüv° Sitzheizung
volkswagen,Volkswagen Golf Plus,silber,03/2012,2012,9990,77,105,Automatik,Benzin,5.9,139.0,94000.0,Golf VI Plus Style DSG PDC SHZ 2. Hand
volkswagen,Volkswagen up!,silber,11/2012,2012,6290,44,60,Schaltgetriebe,Benzin,4.5,105.0,91000.0,move up! Klima Sitzheizung
volkswagen,Volkswagen Passat Variant,silber,05/2012,2012,6950,103,140,Schaltgetriebe,Diesel,4.6,120.0,272000.0,BlueMotion*2.HAND*KLIMA*AHK*
volkswagen,Volkswagen Polo,silber,07/2012,2012,11800,66,90,Schaltgetriebe,Diesel,4.2,109.0,90000.0,"V ""Match"" 1.6 TDI / PANO KLIMA"
volkswagen,Volkswagen Caddy,silber,02/2012,2012,5450,75,102,Schaltgetriebe,Diesel,5.7,149.0,363777.0,1.6TDI Kombi Trendline*5-Sitzer
volkswagen,Volkswagen Tiguan,silber,05/2012,2012,13499,81,110,Schaltgetriebe,Diesel,5.3,139.0,131777.0,Sport & Style BMT|PDC|SHZ|Temp|Alu|Navi|
volkswagen,Volkswagen Touran,silber,11/2012,2012,12990,103,140,Automatik,Benzin,6.6,154.0,108800.0,Match 14.TSI DSG
volkswagen,Volkswagen Golf Plus,silber,12/2012,2012,11638,77,105,Schaltgetriebe,Benzin,5.9,139.0,48277.0,Match 1.2 TSI KLIMA LEDER ALU
volkswagen,Volkswagen Touran,silber,02/2012,2012,12499,103,140,Schaltgetriebe,Diesel,4.8,125.0,100980.0,2.0 TDI DPF BMT Comfortline //1.HAND//TOPZUSTAND//
volkswagen,Volkswagen Passat Variant,silber,10/2012,2012,10990,90,122,Automatik,Benzin,6.1,140.0,147100.0,Passat 1.4 Variant DSG/Navi/PDC/SHZ/Temp.
volkswagen,Volkswagen Golf Plus,silber,10/2012,2012,10995,63,86,Schaltgetriebe,Benzin,5.8,136.0,88452.0,1.2 TSI Match Climatronic - LM Felgen
volkswagen,Volkswagen Golf Plus,silber,06/2012,2012,9899,77,105,Schaltgetriebe,Benzin,5.9,139.0,54538.0,1.2 TSI Match|SItzheizung|Einparkhilfe
volkswagen,Volkswagen T5 Kombi,silber,03/2012,2012,18785,75,102,Schaltgetriebe,Diesel,7.7,203.0,199714.0,Comfortline VI (AJ5)
volkswagen,Volkswagen Golf Variant,silber,01/2012,2012,6300,77,105,Schaltgetriebe,Diesel,4.5,119.0,185000.0,Kasten/Kombi Maxi Kasten BMT 2XSCHIEBETÜR
volkswagen,Volkswagen Caddy,silber,07/2012,2012,6990,75,102,Schaltgetriebe,Diesel,5.9,134.0,266000.0,V Trendline Klima SHZ Tempomat
volkswagen,Volkswagen Polo,silber,07/2012,2012,6940,55,75,Schaltgetriebe,Diesel,3.8,99.0,138400.0,1.6 TDI DPF DSG MATCH
volkswagen,Volkswagen Touran,silber,10/2012,2012,10460,77,105,Automatik,Diesel,5.1,132.0,153150.0,VI Cabrio 1.2 TSI BMT PDC SHZ LEDER
volkswagen,Volkswagen Golf,silber,03/2012,2012,11685,77,105,Schaltgetriebe,Benzin,5.7,132.0,128300.0,"Style V mit E.-Fenster,CD,ALU,abg.-Scheiben,Alu 15"
volkswagen,Volkswagen Polo,silber,01/2012,2012,7690,44,60,Schaltgetriebe,Benzin,5.5,128.0,125000.0,"Roncalli Trendline Kombi 1,2 TSI, Klima,"
volkswagen,Volkswagen Caddy,silber,09/2012,2012,12500,63,86,Schaltgetriebe,Benzin,6.8,158.0,86000.0,Trendline VI (AJ5)
volkswagen,Volkswagen Golf Variant,silber,01/2012,2012,10300,77,105,Automatik,Diesel,4.8,125.0,126500.0,Roncalli Trendline EcoFuel Kasten/Kombi (2C)
volkswagen,Volkswagen Golf Plus,silber,08/2012,2012,12599,77,105,Automatik,Diesel,4.9,129.0,116080.0,1.6 TDI BlueMotion
volkswagen,Volkswagen Passat Variant,silber,06/2012,2012,6000,77,105,Schaltgetriebe,Diesel,4.3,113.0,287961.0,Trendline D/C 4Motion Klima Radio
volkswagen,Volkswagen Amarok,silber,01/2012,2012,13626,90,122,Schaltgetriebe,Diesel,7.4,194.0,232000.0,2.0 CNG Roncalli EcoFuel *KLIMA*AHK*ERDGAS
volkswagen,Volkswagen Touran,silber,08/2012,2012,6490,77,105,Schaltgetriebe,Diesel,5.1,134.0,286000.0,Trendline D/C 4Motion Klima Radio
volkswagen,Volkswagen Amarok,silber,01/2012,2012,13626,90,122,Schaltgetriebe,Diesel,7.4,194.0,225000.0,1.4 Comfortline
volkswagen,Volkswagen Caddy,silber,01/2012,2012,9950,75,102,Schaltgetriebe,Diesel,5.7,149.0,165000.0,Multivan DSG Business
volkswagen,Volkswagen Golf,violett,03/2012,2012,7900,77,105,Schaltgetriebe,Diesel,4.8,125.0,130000.0,VI Cabriolet Basis+Alu+Klima
volkswagen,Volkswagen Golf Plus,violett,03/2012,2012,5990,77,105,Schaltgetriebe,Benzin,5.5,126.0,161000.0,1.2 TSI BlueMotion Technology Style
volkswagen,Volkswagen Golf,violett,05/2012,2012,8990,77,105,Schaltgetriebe,Benzin,5.9,139.0,120479.0,"VI Cabriolet  TÜV AU NEU  KLIMA,NAVI,PDC,"
volkswagen,Volkswagen Golf Cabriolet,violett,04/2012,2012,11995,118,160,Schaltgetriebe,Benzin,6.4,150.0,79500.0,VI 1.4 TSI Sitzheizung Kamera PDC
volkswagen,Volkswagen Golf Cabriolet,violett,05/2012,2012,10999,118,160,Schaltgetriebe,Benzin,6.4,150.0,73000.0,Basis VI (517)
volkswagen,Volkswagen Golf Cabriolet,violett,02/2012,2012,12990,77,105,Schaltgetriebe,Benzin,5.9,139.0,57000.0,Golf Cabrio 1.2 TSI
volkswagen,Volkswagen Golf Cabriolet,violett,02/2012,2012,13990,77,105,Schaltgetriebe,Benzin,5.9,139.0,63620.0,1.2 TSI Windsch. Sitzheizung AHK Klima
volkswagen,Volkswagen Golf Cabriolet,violett,03/2012,2012,11450,118,160,Schaltgetriebe,Benzin,6.4,150.0,105078.0,Golf VI Cabriolet 1.4 TSI Klimaauto 17-Zoll-LMF
volkswagen,Volkswagen Golf,violett,04/2012,2012,13890,77,105,Schaltgetriebe,Benzin,5.9,139.0,77070.0,1.2 TSI Cabriolet Komfort&Winter Pakete
volkswagen,Volkswagen Caddy,violett,02/2012,2012,9990,77,105,Schaltgetriebe,Benzin,6.8,158.0,200000.0,1.2 TSI Maxi 7-SITZER 1HD NAVI 8X BEREIFT
volkswagen,Volkswagen Golf Cabriolet,violett,10/2012,2012,6900,103,140,Schaltgetriebe,Diesel,4.5,119.0,160000.0,Cabrio 2.0 TDI BlueMotion Technology
volkswagen,Volkswagen CC,weiß,05/2012,2012,11700,125,170,Schaltgetriebe,Diesel,4.8,125.0,184000.0,2.0 TDI BlueMotion Technology
volkswagen,Volkswagen Polo,weiß,08/2012,2012,4250,51,69,Schaltgetriebe,Benzin,5.5,128.0,200000.0,Style V (6R1)
volkswagen,Volkswagen Golf,weiß,11/2012,2012,6500,77,105,Schaltgetriebe,Benzin,5.7,134.0,147000.0,VI Trendline
volkswagen,Volkswagen Golf,weiß,02/2012,2012,11500,77,105,Schaltgetriebe,Diesel,4.4,117.0,84600.0,VI Cabriolet Exclusive BMT
volkswagen,Volkswagen CC,weiß,06/2012,2012,11750,103,140,Automatik,Diesel,5.1,134.0,259000.0,Passat CC  Sport BMT Navi Kamera Xenon Assist 18
volkswagen,Volkswagen Golf,weiß,06/2012,2012,26000,257,349,Schaltgetriebe,Benzin,8.5,199.0,160000.0,2.0 R
volkswagen,Volkswagen Golf,weiß,05/2012,2012,10450,125,170,Automatik,Diesel,5.4,142.0,199200.0,VI GTD **XENON*KAMERA*SEHR GEPFLEGT**
volkswagen,Volkswagen up!,weiß,04/2012,2012,4999,55,75,Schaltgetriebe,Benzin,4.7,108.0,99600.0,move up!/KLIMA/NAVI/EL.Fenster/TÜV NEU!
volkswagen,Volkswagen Golf,weiß,04/2012,2012,14199,77,105,Schaltgetriebe,Diesel,4.8,125.0,69300.0,VI Cabriolet Basis 1.6 TDI SHZ~KLIMA~PDC~
volkswagen,Volkswagen Polo GTI,weiß,11/2012,2012,11999,132,179,Automatik,Benzin,5.9,139.0,94000.0,V (6R1)
volkswagen,Volkswagen Golf,weiß,07/2012,2012,7400,77,105,Schaltgetriebe,Diesel,4.1,107.0,220000.0,1.6 TDI DPF*MATCH*NAVI*PDC*KAMERA*AHK*SCHECKHEFT
volkswagen,Volkswagen Passat Alltrack,weiß,06/2012,2012,9900,103,140,Schaltgetriebe,Diesel,5.7,150.0,184000.0,2.0 TDI Var. 1.Hd
volkswagen,Volkswagen Touareg,weiß,06/2012,2012,20999,250,340,Automatik,Diesel,9.1,239.0,180000.0,V8 TDI R-LINE - TÜV 03 / 2025
volkswagen,Volkswagen Golf,weiß,06/2012,2012,5350,63,86,Schaltgetriebe,Benzin,5.5,129.0,220000.0,Comfortline VI (5K1)
volkswagen,Volkswagen Golf,weiß,04/2012,2012,6999,77,105,Schaltgetriebe,Benzin,5.9,139.0,153100.0,VI Cabriolet Basis
volkswagen,Volkswagen Golf,weiß,11/2012,2012,13999,110,150,Automatik,Diesel,4.4,117.0,120000.0,Highline~2 Hand~Navi~Leder~ACC~
volkswagen,Volkswagen T5 Transporter,weiß,12/2012,2012,13850,103,140,Schaltgetriebe,Diesel,7.4,196.0,149000.0,Kombi Kasten lang  1.HAND 3-SITZE
volkswagen,Volkswagen Caddy,weiß,03/2012,2012,9000,81,110,Schaltgetriebe,Diesel,6.5,171.0,225000.0,Maxi Kasten 4Motion Kasten/Kombi (2C)
volkswagen,Volkswagen Golf,weiß,06/2012,2012,9490,90,122,Schaltgetriebe,Benzin,6.4,149.0,160000.0,VI 1.4 TSI Cabrio Klimaautomatik/Alcantara
volkswagen,Volkswagen Golf,weiß,03/2012,2012,11980,155,211,Schaltgetriebe,Benzin,7.3,170.0,188399.0,VI GTI NAVI SHZ PDC KLIMAAUTOMATIK
volkswagen,Volkswagen Golf,weiß,04/2012,2012,10999,118,160,Schaltgetriebe,Benzin,6.3,147.0,43105.0,VI Plus Highline
volkswagen,Volkswagen Polo,weiß,08/2012,2012,4390,55,75,Schaltgetriebe,Diesel,3.8,99.0,229495.0,1.2 TDI Trendline
volkswagen,Volkswagen Scirocco,weiß,04/2012,2012,12850,155,211,Schaltgetriebe,Benzin,7.4,172.0,126000.0,2.0 TSI/Vollleder/Sitzheizung/Klima
volkswagen,Volkswagen Golf,weiß,03/2012,2012,6950,77,105,Schaltgetriebe,Benzin,5.2,121.0,141000.0,1.2 TSI BlueMotion Technology MATCH
volkswagen,Volkswagen Polo,weiß,09/2012,2012,7990,63,86,Schaltgetriebe,Benzin,5.9,139.0,112629.0,1.4 MATCH
volkswagen,Volkswagen Polo,weiß,11/2012,2012,6990,51,69,Schaltgetriebe,Benzin,5.5,128.0,125234.0,V Match+XENON+TEILLEDER+KLIMA+PDC+17 ZOLL
volkswagen,Volkswagen Golf,weiß,03/2012,2012,5450,77,105,Schaltgetriebe,Benzin,5.8,136.0,169941.0,VI Variant Style
volkswagen,Volkswagen Golf GTI,weiß,06/2012,2012,16000,173,235,Automatik,Benzin,10.7,185.0,101000.0,Edition 35
volkswagen,Volkswagen Golf,weiß,04/2012,2012,7999,103,140,Schaltgetriebe,Diesel,4.3,114.0,215000.0,2.0 TDI DPF BlueMotion Technology Comfortline
volkswagen,Volkswagen Golf,weiß,10/2012,2012,12880,155,211,Automatik,Benzin,7.7,180.0,164980.0,VI Cabriolet GTI *BiXenon*Navi*DSG*Leder
volkswagen,Volkswagen Golf Cabriolet,weiß,08/2012,2012,10000,118,160,Schaltgetriebe,Benzin,6.4,150.0,111977.0,Cabrio 1.4 TSI
volkswagen,Volkswagen Polo,weiß,07/2012,2012,6800,77,105,Schaltgetriebe,Benzin,5.3,124.0,137064.0,V 1.2 Match Klima Sitzheizung Tempomat PDC
volkswagen,Volkswagen Tiguan,weiß,07/2012,2012,9250,90,122,Schaltgetriebe,Benzin,6.5,152.0,150000.0,"TIGUAN ""TREND&FUN"" - 1.HAND/ALU/PDC/KLIMA"
volkswagen,Volkswagen Golf,weiß,10/2012,2012,4650,77,105,Schaltgetriebe,Diesel,4.2,109.0,288000.0,1.6 TDI Comfort *Klima *TÜV 10/2023* EURO 5
volkswagen,Volkswagen T5 Multivan,weiß,10/2012,2012,24999,132,179,Automatik,Diesel,8.1,214.0,154000.0,Comfortline Lang*AHK*Kamera*Navi
volkswagen,Volkswagen Tiguan,weiß,07/2012,2012,12490,103,140,Schaltgetriebe,Diesel,5.3,139.0,125000.0,Sport & Style BMT*MFL*Tempomat*SHZ*Navi*P
volkswagen,Volkswagen Tiguan,weiß,05/2012,2012,9840,118,160,Schaltgetriebe,Benzin,6.7,156.0,179000.0,Sport & Style BMT
volkswagen,Volkswagen Golf,weiß,03/2012,2012,16900,199,271,Schaltgetriebe,Benzin,8.5,199.0,160273.0,VI R 4Motion R-Line SCHEIBEDACH BI-XEN
volkswagen,Volkswagen Polo,weiß,10/2012,2012,9750,66,90,Schaltgetriebe,Benzin,5.1,119.0,55165.0,1.2 TSI Match ALU PDC SHZ XENON
volkswagen,Volkswagen Golf,weiß,07/2012,2012,8200,77,105,Automatik,Diesel,4.8,125.0,220836.0,"VI Variant, Automatik, AHK, Navi, Sitzheiz."
volkswagen,Volkswagen T5 Multivan,weiß,02/2012,2012,33900,132,179,Automatik,Diesel,7.2,214.0,5000.0,Edition 25 DSG Bi-Xenon Tempomat Shz
volkswagen,Volkswagen up!,weiß,03/2012,2012,5390,44,60,Schaltgetriebe,Benzin,4.5,107.0,102000.0,take 1.0 1.Hd*Scheckheftg.*Klima*el.FH*8-f.
volkswagen,Volkswagen up!,weiß,10/2012,2012,6600,55,75,Schaltgetriebe,Benzin,4.2,98.0,81000.0,move BMT * elektr. Schiebedach * 8-fach bereift
volkswagen,Volkswagen Golf,weiß,07/2012,2012,8180,77,105,Schaltgetriebe,Benzin,5.9,139.0,128000.0,VI Plus Match*TÜV Neu*Service Neu*Sitzheizu
volkswagen,Volkswagen Passat CC,weiß,06/2012,2012,11750,103,140,Automatik,Diesel,5.1,134.0,259000.0,Sport BMT Navi Kamera Xenon Assist 18
volkswagen,Volkswagen Golf Cabriolet,weiß,03/2012,2012,10490,90,122,Schaltgetriebe,Benzin,6.4,149.0,96600.0,Golf Cabrio 1.4 TSI
volkswagen,Volkswagen CC,weiß,12/2012,2012,17499,125,170,Automatik,Diesel,5.5,144.0,75000.0,2.0 TDI BMT *DSG*VOLLAUSSTATTUNG*Navi.* 75tKm *
volkswagen,Volkswagen Golf GTI,weiß,05/2012,2012,16998,228,310,Automatik,Benzin,8.0,185.0,143179.0,Golf VI GTI Edition 35 | Bi-Xenon | Navi | MTM
volkswagen,Volkswagen Passat Variant,weiß,04/2012,2012,6990,103,140,Schaltgetriebe,Diesel,4.6,120.0,246000.0,"Trendline BlueMotion 2,0TDI/Navi"
volkswagen,Volkswagen up!,weiß,08/2012,2012,4750,44,60,Schaltgetriebe,Benzin,4.5,105.0,132458.0,1.0 move Up Klima
volkswagen,Volkswagen Polo,weiß,01/2012,2012,8999,63,86,Schaltgetriebe,Benzin,5.8,139.0,86700.0,V Style 1.4* Klima*Sitzheizung*Tempomat*Alu
volkswagen,Volkswagen Eos,weiß,04/2012,2012,13990,118,160,Schaltgetriebe,Benzin,6.8,157.0,55000.0,1.4 TSI
volkswagen,Volkswagen Passat Variant,weiß,11/2012,2012,5950,103,140,Automatik,Diesel,5.2,135.0,418499.0,Comfortline BlueMotion DSG Klimaautomatik
volkswagen,Volkswagen Golf Cabriolet,weiß,09/2012,2012,11200,90,122,Schaltgetriebe,Benzin,6.4,149.0,98700.0,Exclusive Cabriolet Exclusive
volkswagen,Volkswagen up!,weiß,09/2012,2012,5990,44,60,Schaltgetriebe,Benzin,4.5,105.0,26187.0,take up!
volkswagen,Volkswagen Scirocco,weiß,01/2012,2012,13900,118,160,Schaltgetriebe,Benzin,6.6,154.0,83000.0,1.4 TSI Top Zustand Bi-Xenon Leder/Alcantara SH-Ge
